project,lineage,arm,step,ctx_start,turns,tools,inp,cc,cr,out,usd,est
p1,F-s5,F,R1P3,75747,27,26,218,15391,2251911,11084,0.30006784999999997,
p1,F-s5,F,R1P4,90934,11,10,90,7298,1034759,3340,0.12938840000000001,
p1,F-s5,F,R1P5,98129,12,11,98,13422,1238405,10283,0.192131,
p1,F-s5,F,work:WB1,112813,7,6,58,8676,807625,6825,0.1257905,
p1,F-s5,F,R1P6,0,12,1,18,4220,267091,3317,0.04858710000000001,
p1,F-s5,F,work:W2-W3+band,123005,42,40,340,127320,5830551,15916,0.8221250999999999,
p1,F-s5,F,COMPACT#2,152141,1,0,0,0,152141,3376,0.0320941,1
p1,F-s5,F,R2P1,48308,1,0,10,23708,24590,835,0.036279,
p1,F-s5,F,R2P2,49220,1,0,10,912,48298,1114,0.011549799999999999,
p1,F-s5,F,R2P3,0,6,0,10,691,103908,584,0.01418455,
p1,F-s5,F,work:D5-extra,50744,58,57,466,83315,4453575,32422,0.71207725,
p1,F-s5,F,R2P4,105348,2,0,20,1352,209937,795,0.0266787,
p1,F-s5,F,R2P5,106252,9,8,74,4637,973354,3160,0.11900565,
p1,F-s5,F,R2P6,110961,5,4,42,2750,559219,1691,0.0678564,
p1,F-s5,F,COMPACT#3,113346,1,0,0,0,113346,2205,0.022359599999999997,1
p1,F-s5,F,R3P1,45909,1,0,10,25258,20641,672,0.0370066,
p1,F-s5,F,R3P2,46676,1,0,10,767,45899,1292,0.012018650000000002,
p1,F-s5,F,R3P3,48039,1,0,10,1363,46666,411,0.008435350000000001,
p1,F-s5,F,R3P4,48504,1,0,10,465,48029,580,0.008294150000000002,
p1,F-s5,F,R3P5,49151,1,0,10,647,48494,888,0.010108150000000002,
p1,F-s5,F,R3P6,50122,3,2,26,1946,149681,890,0.0218766,
p1,N-s1,N,COMPACT#1,,0,0,0,0,0,0,0.0,
p1,N-s1,N,R1P1,45004,29,29,234,52810,1781401,16737,0.32807159999999996,
p1,N-s1,N,R1P2,73787,1,0,10,374,73403,877,0.0122028,
p1,N-s1,N,R1P3,75363,1,0,10,1576,73777,1720,0.0179577,
p1,N-s1,N,R1P4,78191,13,12,106,11042,1066364,4199,0.14153990000000002,
p1,N-s1,N,R1P5,86623,12,11,98,6318,1070911,4607,0.1381216,
p1,N-s1,N,work:WB1,93298,1,0,10,575,92713,766,0.013830050000000002,
p1,N-s1,N,R1P6,94132,19,8,76,6692,873887,4426,0.11795970000000001,
p1,N-s1,N,work:W2-W3+band,95002,2,0,20,74862,121443,1920,0.11534180000000001,
p1,N-s1,N,COMPACT#2,101323,1,0,0,0,101323,2263,0.021447300000000002,1
p1,N-s1,N,R2P1,42743,41,40,330,51954,2471009,18126,0.4030034,
p1,N-s1,N,R2P2,77252,1,0,10,698,76544,835,0.012711900000000002,
p1,N-s1,N,R2P3,0,24,18,154,15065,2147092,10864,0.28801445000000003,
p1,N-s1,N,work:D5-extra,78594,35,33,284,84579,3143653,19000,0.51537305,
p1,N-s1,N,R2P4,120941,22,21,178,17492,2847332,11396,0.36375620000000003,
p1,N-s1,N,R2P5,138468,13,12,106,11499,1857588,7131,0.23589355,
p1,N-s1,N,R2P6,149826,1,0,10,588,149228,707,0.019202800000000003,
p1,N-s1,N,COMPACT#3,149826,1,0,0,0,149826,3385,0.0319076,1
p1,N-s1,N,R3P1,44391,1,0,10,23740,20641,653,0.0350141,
p1,N-s1,N,R3P2,45139,1,0,10,748,44381,1295,0.0118581,
p1,N-s1,N,R3P3,46505,23,22,186,15995,1246388,8577,0.18770355,
p1,N-s1,N,R3P4,61450,1,0,10,316,61124,544,0.009237400000000002,
p1,N-s1,N,R3P5,62061,16,15,130,10895,1073121,7188,0.15700085,
p1,N-s1,N,R3P6,72695,2,1,18,584,145020,706,0.01878,
p2,A-s1,A,COMPACT#1,0,1,0,0,0,0,0,0.0,
p2,A-s1,A,R1P1,37334,22,21,178,51910,1274681,21719,0.30112859999999997,
p2,A-s1,A,R1P2,71806,1,0,10,48666,23130,872,0.0675155,
p2,A-s1,A,R1P3,72711,24,23,194,17730,1988753,10675,0.27460680000000004,
p2,A-s1,A,R1P4,90282,9,8,74,6175,836891,2570,0.10433185,
p2,A-s1,A,R1P5,96133,10,9,82,8150,999321,4416,0.1322816,
p2,A-s1,A,work:WB1,104794,11,10,90,10961,1219633,6639,0.16894954999999998,
p2,A-s1,A,R1P6,115904,11,10,90,10733,1336437,5931,0.17680495000000002,
p2,A-s1,A,work:W2-W3+band,126240,59,57,476,37013,8769682,21996,1.0336904500000001,
p2,A-s1,A,COMPACT#2,162566,2,0,0,0,162566,3248,0.0324966,1
p2,A-s1,A,R2P1,42300,1,0,10,19160,23130,1307,0.032808,
p2,A-s1,A,R2P2,43836,1,0,10,20696,23130,1257,0.034478,
p2,A-s1,A,R2P3,45186,29,28,234,19917,1648977,10102,0.24053795,
p2,A-s1,A,R2P4,64615,15,14,122,9751,1048332,5328,0.14378395000000002,
p2,A-s1,A,R2P5,74362,12,11,98,9006,937560,4231,0.1262665,
p2,A-s1,A,R2P6,83312,4,3,34,5692,338963,2453,0.053310300000000005,
p2,A-s1,A,work:H5-H8 band,93406,12,11,98,86066,1140023,8380,0.2635828,
p2,A-s1,A,COMPACT#3,106667,1,0,0,0,106667,2441,0.022871700000000002,1
p2,A-s1,A,R3P1,49468,1,0,10,28817,20641,930,0.04274535,
p2,A-s1,A,R3P2,50493,1,0,10,1025,49458,1036,0.01141705,
p2,A-s1,A,R3P3,51600,1,0,10,1107,50483,556,0.009222049999999999,
p2,A-s1,A,R3P4,52210,1,0,10,610,51590,410,0.0079815,
p2,A-s1,A,R3P5,52687,13,12,106,13077,781334,5214,0.12065565,
p2,A-s1,A,R3P6,65596,2,1,18,696,130863,621,0.017079300000000002,
p2,A-s2,A,COMPACT#1,0,1,0,0,0,0,0,0.0,
p2,A-s2,A,R1P1,37332,30,29,242,55622,1808669,17905,0.3401614,
p2,A-s2,A,R1P2,75588,1,0,10,52449,23129,802,0.07189414999999999,
p2,A-s2,A,R1P3,76423,13,12,106,10797,1066758,6540,0.15297804999999998,
p2,A-s2,A,R1P4,87087,12,11,98,7364,1090030,3270,0.134656,
p2,A-s2,A,R1P5,94162,13,12,106,8815,1287608,4443,0.16210054999999998,
p2,A-s2,A,work:WB1,103483,9,8,74,8150,967220,4860,0.1312835,
p2,A-s2,A,R1P6,111608,14,13,114,9706,1635670,4618,0.1989035,
p2,A-s2,A,work:W2-W3+band,121244,41,39,332,27141,5506196,17795,0.67385285,
p2,A-s2,A,COMPACT#2,147559,2,0,0,0,147559,3309,0.0313009,1
p2,A-s2,A,R2P1,42333,25,25,202,42419,1401407,7190,0.22931645,
p2,A-s2,A,R2P2,66286,1,0,10,43147,23129,1143,0.06197165,
p2,A-s2,A,R2P3,67466,20,19,162,14821,1501157,7938,0.20849395,
p2,A-s2,A,R2P4,81773,17,16,138,12408,1499760,6741,0.199329,
p2,A-s2,A,R2P5,94291,17,17,138,11767,1688449,6649,0.21693665000000004,
p2,A-s2,A,R2P6,106292,1,0,10,1010,105272,929,0.0164447,
p2,A-s2,A,work:H5-H8 band,112144,9,8,74,100296,958770,5798,0.250311,
p2,A-s2,A,COMPACT#3,120897,1,0,0,0,120897,3198,0.0280797,1
p2,A-s2,A,R3P1,53726,1,0,10,33075,20641,569,0.04626285,
p2,A-s2,A,R3P2,54390,3,2,26,1223,162800,1164,0.02365475,
p2,A-s2,A,R3P3,55852,1,0,10,903,54939,557,0.009417650000000001,
p2,A-s2,A,R3P4,56463,1,0,10,611,55842,571,0.009212950000000001,
p2,A-s2,A,R3P5,57101,19,18,154,11558,1186484,6950,0.16799990000000004,
p2,A-s2,A,R3P6,68359,2,1,18,593,136360,748,0.01813525,
p2,A-s3,A,COMPACT#1,0,1,0,0,0,0,0,0.0,
p2,A-s3,A,R1P1,37334,24,23,194,41126,1206795,12640,0.235481,
p2,A-s3,A,R1P2,60699,1,0,10,37559,23130,888,0.05371175,
p2,A-s3,A,R1P3,61881,1,0,10,1182,60689,1105,0.013081400000000002,
p2,A-s3,A,R1P4,63016,14,13,114,9859,939963,4372,0.12829405,
p2,A-s3,A,R1P5,72144,7,6,58,7280,522759,3948,0.0811739,
p2,A-s3,A,work:WB1,79980,13,12,106,11891,1119646,7682,0.16534435,
p2,A-s3,A,R1P6,91746,2,1,18,2805,182637,1734,0.03045795,
p2,A-s3,A,work:W2-W3+band,93977,34,32,276,21677,3634560,14129,0.46147325,
p2,A-s3,A,COMPACT#2,115391,2,0,0,0,115391,4270,0.0328891,1
p2,A-s3,A,R2P1,42740,1,0,10,19600,23130,530,0.029473,
p2,A-s3,A,R2P2,43318,1,0,10,20178,23130,1065,0.0328705,
p2,A-s3,A,R2P3,44601,1,0,10,1283,43308,1156,0.011724549999999999,
p2,A-s3,A,R2P4,45842,1,0,10,1241,44591,565,0.00884535,
p2,A-s3,A,R2P5,46703,29,28,234,21853,1719909,9173,0.24540615000000002,
p2,A-s3,A,R2P6,68571,4,3,34,4505,277324,1760,0.04219765,
p2,A-s3,A,work:H5-H8 band,77961,43,41,348,88907,4101759,21298,0.6281476500000001,
p2,A-s3,A,COMPACT#3,109508,1,0,0,0,109508,2355,0.022725800000000004,1
p2,A-s3,A,R3P1,48022,6,5,50,31141,269344,1487,0.07334565,
p2,A-s3,A,R3P2,52075,3,2,26,892,156266,1567,0.0246026,
p2,A-s3,A,R3P3,54037,20,19,162,11448,1202837,7102,0.17026570000000002,
p2,A-s3,A,R3P4,64606,13,12,106,9152,893152,5810,0.1299112,
p2,A-s3,A,R3P5,73707,20,19,162,13238,1598352,8961,0.2213497,
p2,A-s3,A,R3P6,87069,2,1,18,786,173571,482,0.0207676,
p2,A-s4,A,COMPACT#1,0,1,0,0,0,0,0,0.0,
p2,A-s4,A,R1P1,36033,40,39,322,49759,2176929,19262,0.37652365000000004,
p2,A-s4,A,R1P2,69659,1,0,10,46520,23129,551,0.0632279,
p2,A-s4,A,R1P3,70243,1,0,10,584,69649,2226,0.0188349,
p2,A-s4,A,R1P4,72555,12,11,98,9305,911018,4055,0.12310605000000001,
p2,A-s4,A,R1P5,80217,8,7,66,5437,660729,2756,0.08671515,
p2,A-s4,A,work:WB1,85933,26,25,210,92429,2533643,18054,0.45938055000000005,
p2,A-s4,A,R1P6,112228,4,3,34,98386,362941,3307,0.17584560000000002,
p2,A-s4,A,work:W2-W3+band,118001,15,13,124,218789,1645806,8458,0.48048084999999996,
p2,A-s4,A,COMPACT#2,128761,2,0,0,0,128761,2832,0.027036099999999997,1
p2,A-s4,A,R2P1,41644,25,35,202,44392,1485062,12148,0.2649382,
p2,A-s4,A,R2P2,69045,1,0,10,50171,18864,1098,0.07010015,
p2,A-s4,A,R2P3,70180,8,11,66,9063,594076,4833,0.09496735,
p2,A-s4,A,R2P4,78780,9,8,74,8250,747694,2725,0.0987809,
p2,A-s4,A,R2P5,87009,11,10,90,8401,1001290,2458,0.12301025,
p2,A-s4,A,R2P6,95546,8,7,66,80862,704806,1771,0.1804791,
p2,A-s4,A,work:H5-H8 band,105522,16,15,130,98377,1731945,10105,0.34682075,
p2,A-s4,A,COMPACT#3,118978,1,0,0,0,118978,2235,0.023072800000000004,1
p2,A-s4,A,R3P1,45605,1,0,10,24954,20641,739,0.0369616,
p2,A-s4,A,R3P2,46439,1,0,10,834,45595,1162,0.011422,
p2,A-s4,A,R3P3,47672,10,9,82,7976,511566,4056,0.08148860000000001,
p2,A-s4,A,R3P4,54548,9,8,74,6824,517527,4744,0.08407670000000002,
p2,A-s4,A,R3P5,61380,12,11,98,7362,776469,5853,0.11621240000000001,
p2,A-s4,A,R3P6,68794,3,2,26,1165,206498,783,0.026047050000000002,
p2,A-s5,A,COMPACT#1,0,1,0,0,0,0,0,0.0,
p2,A-s5,A,R1P1,37336,28,27,226,51738,1620821,16618,0.3100706,
p2,A-s5,A,R1P2,71447,5,4,42,53138,314542,1059,0.10321369999999999,
p2,A-s5,A,R1P3,77133,1,0,10,854,76269,1655,0.016979400000000002,
p2,A-s5,A,R1P4,78818,9,8,74,7281,735343,2276,0.09408955000000001,
p2,A-s5,A,R1P5,84915,8,7,66,7295,705481,2646,0.09296285,
p2,A-s5,A,work:WB1,92534,14,13,114,11169,1384386,6989,0.18745885,
p2,A-s5,A,R1P6,103638,2,1,18,2528,206496,1695,0.0323026,
p2,A-s5,A,work:W2-W3+band,105722,42,40,340,23605,5020557,13577,0.5997869499999999,
p2,A-s5,A,COMPACT#2,129009,2,0,0,0,129009,3759,0.0316959,1
p2,A-s5,A,R2P1,41081,1,0,10,17940,23131,1793,0.033713099999999996,
p2,A-s5,A,R2P2,42922,1,0,10,19781,23131,1146,0.03277935,
p2,A-s5,A,R2P3,44105,25,24,202,21816,1442582,8766,0.2155602,
p2,A-s5,A,R2P4,65251,15,14,122,11138,1070749,6647,0.15435440000000003,
p2,A-s5,A,R2P5,76761,22,21,178,12603,1844928,4725,0.22404955000000001,
p2,A-s5,A,R2P6,89274,2,1,18,2270,177733,604,0.023648799999999998,
p2,A-s5,A,work:H5-H8 band,96497,17,16,138,91502,1718212,8660,0.3296367,
p2,A-s5,A,COMPACT#3,112103,1,0,0,0,112103,2728,0.024850300000000002,1
p2,A-s5,A,R3P1,43868,3,2,26,25424,109167,1131,0.048377699999999996,
p2,A-s5,A,R3P2,46390,1,0,10,315,46065,1185,0.01093525,
p2,A-s5,A,R3P3,47646,7,6,58,8554,356795,4252,0.06769,
p2,A-s5,A,R3P4,55376,20,19,162,18631,1301125,9162,0.19937325,
p2,A-s5,A,R3P5,73819,12,11,98,8279,935136,5918,0.13355035,
p2,A-s5,A,R3P6,82240,4,2,36,1261,329621,895,0.03904935,
p2,B-s1,B,COMPACT#1,0,1,0,0,0,0,0,0.0,
p2,B-s1,B,R1P1,37221,29,28,234,57832,1761909,25886,0.3781449,
p2,B-s1,B,R1P2,77397,1,0,10,54260,23127,729,0.0737927,
p2,B-s1,B,R1P3,78340,1,0,10,943,77387,849,0.01317245,
p2,B-s1,B,R1P4,79372,9,8,74,5995,737232,2590,0.09424095,
p2,B-s1,B,R1P5,84873,9,8,74,7332,795967,3001,0.10384070000000001,
p2,B-s1,B,work:WB1,92402,11,10,90,10373,1073187,6816,0.15445495,
p2,B-s1,B,R1P6,102862,3,2,26,4189,309350,1778,0.04508725,
p2,B-s1,B,work:W2-W3+band,106847,31,29,252,21659,3707119,14210,0.46908765,
p2,B-s1,B,COMPACT#2,127886,2,0,0,0,127886,3031,0.0279436,1
p2,B-s1,B,R2P1,45681,1,0,10,22544,23127,783,0.034417699999999996,
p2,B-s1,B,R2P2,46512,1,0,10,23375,23127,1008,0.036581449999999995,
p2,B-s1,B,R2P3,48967,1,0,10,2455,46502,700,0.011228950000000001,
p2,B-s1,B,R2P4,49877,10,9,82,11858,563905,3663,0.08961,
p2,B-s1,B,R2P5,61591,1,0,10,766,60815,1103,0.012564,
p2,B-s1,B,R2P6,63050,20,19,162,12683,1391138,4804,0.17914955000000002,
p2,B-s1,B,work:H5-H8 band,80120,40,38,324,91666,3827476,19046,0.5928841000000001,
p2,B-s1,B,COMPACT#3,112267,1,0,0,0,112267,2965,0.0260517,1
p2,B-s1,B,R3P1,49743,7,6,58,31698,325845,2432,0.084425,
p2,B-s1,B,R3P2,53241,1,0,10,892,52339,1041,0.011563900000000002,
p2,B-s1,B,R3P3,54353,1,0,10,1112,53231,366,0.008553100000000001,
p2,B-s1,B,R3P4,54773,1,0,10,420,54343,399,0.0079643,
p2,B-s1,B,R3P5,55239,1,0,10,466,54763,513,0.008633799999999999,
p2,B-s1,B,R3P6,55835,4,3,34,1868,223860,1112,0.030315,
p2,B-s2,B,COMPACT#1,0,1,0,0,0,0,0,0.0,
p2,B-s2,B,R1P1,37225,1,0,10,18351,18864,653,0.02810015,
p2,B-s2,B,R1P2,37917,2,1,18,16557,61036,751,0.03057285,
p2,B-s2,B,R1P3,40293,1,0,10,597,39686,476,0.00710485,
p2,B-s2,B,R1P4,42355,18,16,148,15833,915364,5101,0.13698065000000004,
p2,B-s2,B,R1P5,56733,1,0,10,607,56116,501,0.00888535,
p2,B-s2,B,work:WB1,57296,1,0,10,563,56723,1155,0.01216105,
p2,B-s2,B,R1P6,58671,18,17,146,20063,1268937,10843,0.20633345,
p2,B-s2,B,work:W2-W3+band,78326,51,49,412,39549,5037188,24813,0.67763205,
p2,B-s2,B,COMPACT#2,116906,2,0,0,0,116906,3771,0.0305456,1
p2,B-s2,B,R2P1,40366,24,23,194,33006,1205326,6544,0.19470410000000002,
p2,B-s2,B,R2P2,57333,1,0,10,34194,23129,1395,0.0520404,
p2,B-s2,B,R2P3,58821,25,24,202,19725,1732902,9264,0.24446845,
p2,B-s2,B,R2P4,77831,2,0,20,1487,154869,582,0.020275650000000003,
p2,B-s2,B,R2P5,79109,16,15,130,10903,1355122,5997,0.17925595000000002,
p2,B-s2,B,R2P6,90297,6,5,50,6981,557559,2300,0.07603214999999999,
p2,B-s2,B,work:H5-H8 band,102536,18,17,146,98230,1948876,10300,0.36932109999999996,
p2,B-s2,B,COMPACT#3,118831,1,0,0,0,118831,3493,0.0293481,1
p2,B-s2,B,R3P1,52586,1,0,10,31935,20641,4444,0.06421285,
p2,B-s2,B,R3P2,57125,1,0,10,4539,52576,997,0.01592635,
p2,B-s2,B,R3P3,58193,1,0,10,1068,57115,331,0.0087115,
p2,B-s2,B,R3P4,58578,1,0,10,385,58183,398,0.00829955,
p2,B-s2,B,R3P5,59043,1,0,10,465,58568,898,0.01093805,
p2,B-s2,B,R3P6,60024,2,1,18,1558,119047,828,0.0180102,
p2,B-s3,B,COMPACT#1,0,1,0,0,0,0,0,0.0,
p2,B-s3,B,R1P1,37221,39,38,314,52338,2261924,18209,0.38297390000000003,
p2,B-s3,B,R1P2,72032,1,0,10,48895,23127,636,0.06662145,
p2,B-s3,B,R1P3,72701,1,0,10,669,72022,728,0.011688450000000001,
p2,B-s3,B,R1P4,73764,12,10,100,7343,921559,2769,0.11527965000000001,
p2,B-s3,B,R1P5,80574,16,15,130,9658,1373328,4543,0.17225030000000002,
p2,B-s3,B,work:WB1,90431,9,8,74,10509,860041,6413,0.13127935000000002,
p2,B-s3,B,R1P6,101099,5,4,42,5224,513092,1472,0.0652412,
p2,B-s3,B,work:W2-W3+band,106244,23,21,188,16657,2631695,10994,0.33914875,
p2,B-s3,B,COMPACT#2,122090,2,0,0,0,122090,4237,0.033394,1
p2,B-s3,B,R2P1,37768,1,0,10,14631,23127,767,0.02444645,
p2,B-s3,B,R2P2,39993,1,0,10,16856,23127,936,0.0280727,
p2,B-s3,B,R2P3,40966,12,11,98,15075,584638,5627,0.10554055,
p2,B-s3,B,R2P4,55738,2,0,20,1410,110786,552,0.0156211,
p2,B-s3,B,R2P5,56940,16,15,130,8793,977747,3580,0.12679595000000002,
p2,B-s3,B,R2P6,66069,1,0,10,798,65261,666,0.010863600000000001,
p2,B-s3,B,work:H5-H8 band,72065,41,38,334,94287,3774609,27433,0.63281865,
p2,B-s3,B,COMPACT#3,114888,1,0,0,0,114888,3300,0.0279888,1
p2,B-s3,B,R3P1,49394,1,0,10,28743,20641,1170,0.04385285,
p2,B-s3,B,R3P2,50659,1,0,10,1265,49384,1007,0.011564650000000001,
p2,B-s3,B,R3P3,51737,1,0,10,1078,50649,575,0.0092974,
p2,B-s3,B,R3P4,52366,1,0,10,629,51727,483,0.008383950000000001,
p2,B-s3,B,R3P5,52916,1,0,10,550,52356,670,0.0092831,
p2,B-s3,B,R3P6,53669,4,3,34,2261,215786,1424,0.03155885,
p2,B-s4,B,COMPACT#1,0,1,0,0,0,0,0,0.0,
p2,B-s4,B,R1P1,37223,26,25,210,52227,1509767,18000,0.30647045,
p2,B-s4,B,R1P2,71930,1,0,10,48792,23128,645,0.06653780000000001,
p2,B-s4,B,R1P3,72608,1,0,10,678,71920,745,0.0117745,
p2,B-s4,B,R1P4,73564,10,8,84,8540,773863,2791,0.1021003,
p2,B-s4,B,R1P5,81559,8,7,66,7197,677646,2858,0.09111685,
p2,B-s4,B,work:WB1,89118,12,11,98,10774,1134719,6486,0.15946740000000004,
p2,B-s4,B,R1P6,100146,7,6,58,8030,719332,3803,0.1010437,
p2,B-s4,B,work:W2-W3+band,107794,24,22,196,17051,2778098,8824,0.34343955,
p2,B-s4,B,COMPACT#2,124198,2,0,0,0,124198,3177,0.0283048,1
p2,B-s4,B,R2P1,43890,1,0,10,20752,23128,1201,0.0342678,
p2,B-s4,B,R2P2,45139,1,0,10,22001,23128,837,0.034009050000000006,
p2,B-s4,B,R2P3,46013,1,0,10,874,45129,1018,0.010705400000000002,
p2,B-s4,B,R2P4,47116,2,0,20,1714,93109,443,0.0136884,
p2,B-s4,B,R2P5,48211,16,15,130,12629,895988,3501,0.12302005,
p2,B-s4,B,R2P6,61164,1,0,10,808,60346,905,0.0115796,
p2,B-s4,B,work:H5-H8 band,67207,37,34,302,80192,3066661,23465,0.5245331000000001,
p2,B-s4,B,COMPACT#3,100793,1,0,0,0,100793,2785,0.024004300000000003,1
p2,B-s4,B,R3P1,49366,1,0,10,28715,20641,1070,0.04331785,
p2,B-s4,B,R3P2,50531,3,2,26,5520,151229,1968,0.031888900000000005,
p2,B-s4,B,R3P3,55994,1,0,10,1108,54876,449,0.0091276,
p2,B-s4,B,R3P4,56497,1,0,10,503,55984,343,0.00795215,
p2,B-s4,B,R3P5,56907,15,14,122,12547,956596,6375,0.14334035,
p2,B-s4,B,R3P6,69492,3,2,26,1175,208275,651,0.02557725,
p2,B-s5,B,COMPACT#1,0,1,0,0,0,0,0,0.0,
p2,B-s5,B,R1P1,37225,23,22,186,57818,1382701,26615,0.3438036,
p2,B-s5,B,R1P2,77412,1,0,10,54273,23129,507,0.07269914999999999,
p2,B-s5,B,R1P3,77952,1,0,10,540,77402,511,0.0109802,
p2,B-s5,B,R1P4,78674,16,14,132,9545,1334156,5756,0.17425885,
p2,B-s5,B,R1P5,88164,10,9,82,71305,853129,3033,0.18969115000000003,
p2,B-s5,B,work:WB1,95450,11,10,90,11242,1108053,7044,0.1601678,
p2,B-s5,B,R1P6,106527,4,3,34,6985,433843,1547,0.05988455,
p2,B-s5,B,work:W2-W3+band,113407,14,12,116,20316,1690946,8220,0.23570560000000002,
p2,B-s5,B,COMPACT#2,132985,2,0,0,0,132985,2378,0.0251885,1
p2,B-s5,B,R2P1,42852,6,5,50,31907,275867,6243,0.09873545,
p2,B-s5,B,R2P2,56426,1,0,10,33287,23129,1163,0.04974665,
p2,B-s5,B,R2P3,57779,28,27,226,20933,1962680,11607,0.28069525,
p2,B-s5,B,R2P4,78337,14,13,114,10797,1178499,6442,0.16367015000000001,
p2,B-s5,B,R2P5,89112,10,9,82,6954,921208,2701,0.1144003,
p2,B-s5,B,R2P6,95973,1,0,10,863,95100,1195,0.01657375,
p2,B-s5,B,work:H5-H8 band,102575,21,20,170,99283,2294395,9545,0.40143825,
p2,B-s5,B,COMPACT#3,119884,1,0,0,0,119884,2599,0.024983400000000003,1
p2,B-s5,B,R3P1,45933,3,2,26,27370,113156,1151,0.051309099999999996,
p2,B-s5,B,R3P2,48494,1,0,10,473,48011,1036,0.01058235,
p2,B-s5,B,R3P3,49601,1,0,10,1107,48484,404,0.008262150000000001,
p2,B-s5,B,R3P4,50059,1,0,10,458,49591,438,0.0077316,
p2,B-s5,B,R3P5,50564,1,0,10,505,50049,374,0.007516150000000001,
p2,B-s5,B,R3P6,51021,3,2,26,1611,153147,980,0.022254450000000002,
p2,F-s1,F,COMPACT#1,,0,0,0,0,0,0,0.0,
p2,F-s1,F,R1P1,41594,28,27,226,46961,1559675,17040,0.30009475,
p2,F-s1,F,R1P2,68125,1,0,10,561,67554,449,0.009711650000000002,
p2,F-s1,F,R1P3,68636,1,0,10,511,68115,1850,0.01671025,
p2,F-s1,F,R1P4,70545,11,9,92,9793,816907,2469,0.10636895000000002,
p2,F-s1,F,R1P5,78594,13,12,106,8252,1075717,4185,0.1389177,
p2,F-s1,F,work:WB1,87160,11,10,90,13987,1024771,10940,0.17475085,
p2,F-s1,F,R1P6,101401,11,10,90,5038,1129880,2769,0.1332205,
p2,F-s1,F,work:W2-W3+band,0,46,36,308,106559,4385111,14771,0.64587285,
p2,F-s1,F,COMPACT#2,127160,1,0,0,0,127160,4433,0.034881,1
p2,F-s1,F,R2P1,41680,17,16,138,25937,766507,5235,0.13538495,
p2,F-s1,F,R2P2,51335,1,0,10,798,50527,1321,0.012665200000000001,
p2,F-s1,F,R2P3,52819,14,13,114,12070,801585,7931,0.135015,
p2,F-s1,F,R2P4,63895,17,16,138,7911,1142028,4691,0.14768455,
p2,F-s1,F,R2P5,72395,15,14,122,13169,1163249,6596,0.16588815,
p2,F-s1,F,R2P6,86010,1,0,10,1525,84475,1792,0.01932375,
p2,F-s1,F,work:H5-H8 band,87988,12,11,98,17589,1148830,11541,0.19467225,
p2,F-s1,F,COMPACT#3,103597,1,0,0,0,103597,2328,0.0219997,1
p2,F-s1,F,R3P1,46499,2,3,18,27451,67130,2157,0.05182975,
p2,F-s1,F,R3P2,49118,5,10,42,7578,253442,2685,0.0482837,
p2,F-s1,F,R3P3,56848,1,0,10,1168,55670,439,0.009232,
p2,F-s1,F,R3P4,57341,1,0,10,493,56838,549,0.009055049999999999,
p2,F-s1,F,R3P5,57957,5,5,42,6231,301608,1670,0.04634155,
p2,F-s1,F,R3P6,64242,4,3,34,1856,257025,1113,0.0336215,
p2,F-s2,F,COMPACT#1,,0,0,0,0,0,0,0.0,
p2,F-s2,F,R1P1,41602,26,25,210,53262,1486600,15810,0.2944975,
p2,F-s2,F,R1P2,74683,1,0,10,818,73855,570,0.011268,
p2,F-s2,F,R1P3,75315,52,51,418,38452,4936425,21514,0.6496955,
p2,F-s2,F,R1P4,113639,11,9,92,4697,1271936,2907,0.14769185,
p2,F-s2,F,R1P5,118082,10,9,82,8215,1212226,5520,0.15917335000000002,
p2,F-s2,F,work:WB1,126524,1,0,10,477,126037,1131,0.018864950000000002,
p2,F-s2,F,R1P6,127723,18,17,146,17870,2462131,12483,0.33111159999999995,
p2,F-s2,F,work:W2-W3+band,0,10,0,20,125941,166006,2516,0.18662685,
p2,F-s2,F,COMPACT#2,146544,1,0,0,0,146544,3522,0.0322644,1
p2,F-s2,F,R2P1,47178,36,39,290,55145,2397810,14601,0.38200725,
p2,F-s2,F,R2P2,80312,1,0,10,567,79735,1139,0.01438725,
p2,F-s2,F,R2P3,81517,12,11,98,9710,1033260,5849,0.1448065,
p2,F-s2,F,R2P4,90607,15,14,122,9315,1420029,5151,0.17952365,
p2,F-s2,F,R2P5,101191,17,16,138,10433,1787748,4842,0.21616405000000002,
p2,F-s2,F,R2P6,112122,1,0,10,2352,109760,1208,0.019966,
p2,F-s2,F,COMPACT#3,112122,1,0,0,0,112122,2622,0.024322200000000002,1
p2,F-s2,F,R3P1,42163,1,0,10,21512,20641,1287,0.035399099999999996,
p2,F-s2,F,R3P2,43545,1,0,10,1382,42153,1313,0.012517799999999999,
p2,F-s2,F,R3P3,44929,1,0,10,1384,43535,618,0.0091835,
p2,F-s2,F,R3P4,46238,1,0,10,1309,44919,485,0.008563150000000002,
p2,F-s2,F,R3P5,47839,12,11,98,12404,655062,6045,0.11133420000000001,
p2,F-s2,F,R3P6,59007,3,2,26,1194,176880,773,0.0230715,
p2,F-s3,F,COMPACT#1,,0,0,0,0,0,0,0.0,
p2,F-s3,F,R1P1,41594,35,34,282,55557,2121728,19497,0.37938605000000003,
p2,F-s3,F,R1P2,76831,2,1,18,1626,152971,609,0.020392599999999997,
p2,F-s3,F,R1P3,78303,17,16,138,14704,1470237,9872,0.2149017,
p2,F-s3,F,R1P4,92938,13,11,108,6985,1252421,4206,0.15511135,
